0002009	true	Регистрирани дейности по дистрибуция на храни	Регистрирани дейности по дистрибуция на храни	Registered food distribution activities	Registered food distribution activities	0002001	KX-02-2
0002010	true	Регистър на обекти за търговия на дребно (ТО)	Регистър на обекти за търговия на дребно (ТО)	Register of retail establishments (RE)	Register of retail establishments (RE)	0002001	KX-04-1
0002011	true	Регистър на обекти за обществено хранене (ОН)	Регистър на обекти за обществено хранене (ОН)	Register of catering establishments (CA)	Register of catering establishments (CA)	0002001	KX-04-2
0002012	true	Наематели - търговци	Наематели - търговци	Tenants - merchants	Tenants - merchants	0002001	KX-05
0002013	true	Първични продукти от неживотински произход	Първични продукти от неживотински произход	Primary products of non-animal origin	Primary products of non-animal origin	0002001	KX-07-1
0002014	true	Първични продукти от животински произход	Първични продукти от животински произход	Primary products of animal origin	Primary products of animal origin	0002001	KX-07-2
0002015	true	Риболовни съдове за улов	Риболовни съдове за улов	Fishing vessels for catching	Fishing vessels for catching	0002001	KX-07-3
0002016	true	Регистър на обекти за производство и търговия на едро с материали и предмети, предназначени за контакт с храни	Регистър на обекти за производство и търговия на едро с материали и предмети, предназначени за контакт с храни	Register of objects for production and wholesale of materials and objects intended for contact with food	Register of objects for production and wholesale of materials and objects intended for contact with food	0002001	KX-03
0002017	true	Регистър на хранителните добавки и храните, предназначени за употреба при интензивно мускулно натоварване	Регистър на хранителните добавки и храните, предназначени за употреба при интензивно мускулно натоварване	Register of nutritional supplements and foods intended for use in intensive muscle work	Register of nutritional supplements and foods intended for use in intensive muscle work	0002001	KX-08
0002018	true	Национален регистър на моторните превозни средства за транспорт на храни	Национален регистър на моторните превозни средства за транспорт на храни	National Register of Motor Vehicles for the Transport of Food	National Register of Motor Vehicles for the Transport of Food	0002001	KX-06
0002019	true	Регистър на бизнес операторите, които извършват търговия с храни от разстояние	Регистър на бизнес операторите, които извършват търговия с храни от разстояние	Register of business operators who trade in food at a distance	Register of business operators who trade in food at a distance	0002001	KX-09
0002020	true	Регистър на здравни сертификати за износ на суровини и храни от неживотински произход, материали и предмети за контакт с храни	Регистър на здравни сертификати за износ на суровини и храни от неживотински произход, материали и предмети за контакт с храни	Register of health certificates for the export of raw materials and food of non-animal origin, materials and articles in contact with food	Register of health certificates for the export of raw materials and food of non-animal origin, materials and articles in contact with food	0002001	KX-10-1
0002021	true	Регистър на ветеринарни сертификати и документи за износ на суровини и храни от животински произход, предназначени за консумация от хора, от страна на оператори в областта на храните	Регистър на ветеринарни сертификати и документи за износ на суровини и храни от животински произход, предназначени за консумация от хора, от страна на оператори в областта на храните	Register of veterinary certificates and documents for the export of raw materials and food of animal origin intended for human consumption by food operators	Register of veterinary certificates and documents for the export of raw materials and food of animal origin intended for human consumption by food operators	0002001	KX-10-2
0002022	true	Регистър на лицата които получават пратки храни от животински произход от ЕС	Регистър на лицата които получават пратки храни от животински произход от ЕС	Register of persons who receive consignments of food of animal origin from the EU	Register of persons who receive consignments of food of animal origin from the EU	0002001	KX-11
0002023	true	Регистър на издадените разрешения за оператори на хранителни банки	Регистър на издадените разрешения за оператори на хранителни банки	Register of issued permits for food bank operators	Register of issued permits for food bank operators	0002001	KX-12
0002024	true	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за пускане на пазара и употреба	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за пускане на пазара и употреба	National electronic register of plant protection products authorized for placing on the market and use	National electronic register of plant protection products authorized for placing on the market and use	0002002	ПРЗ-01-1
0002025	true	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за употреба при извършване на научноизследователска и/или развойна дейност	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за употреба при извършване на научноизследователска и/или развойна дейност	National electronic register of plant protection products authorized for use in carrying out scientific research and/or development activity	National electronic register of plant protection products authorized for use in carrying out scientific research and/or development activity	0002002	ПРЗ-01-2
0002026	true	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за ограничена и контролирана употреба	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за ограничена и контролирана употреба	National electronic register of plant protection products authorized for limited and controlled use	National electronic register of plant protection products authorized for limited and controlled use	0002002	ПРЗ-01-3
0002027	true	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за паралелна търговия	Национален електронен регистър на продуктите за растителна защита, за които е издадено разрешение за паралелна търговия	National electronic register of plant protection products authorized for parallel trade	National electronic register of plant protection products authorized for parallel trade	0002002	ПРЗ-01-4
0002028	true	Национален електронен регистър на продуктите за растителна защита, които са преопаковани	Национален електронен регистър на продуктите за растителна защита, които са преопаковани	National electronic register of plant protection products that have been repackaged	National electronic register of plant protection products that have been repackaged	0002002	ПРЗ-02
0002029	true	Регистър на официалните бази на БАБХ и одобрените бази на физически и юридически лица за биологично изпитване на продукти за растителна защита	Регистър на официалните бази на БАБХ и одобрените бази на физически и юридически лица за биологично изпитване на продукти за растителна защита	Register of official databases of the BFSA and approved databases of natural and legal persons for biological testing of plant protection products	Register of official databases of the BFSA and approved databases of natural and legal persons for biological testing of plant protection products	0002002	ПРЗ-03
0002030	true	Национален електронен регистър на регистрираните торове, подобрители на почвата, биологично активни вещества и хранителни субстрати, за които е издадено удостоверение за пускане на пазара и употреба	Национален електронен регистър на регистрираните торове, подобрители на почвата, биологично активни вещества и хранителни субстрати, за които е издадено удостоверение за пускане на пазара и употреба	National electronic register of registered fertilizers, soil improvers, biologically active substances and food substrates for which a certificate for placing on the market and use has been issued	National electronic register of registered fertilizers, soil improvers, biologically active substances and food substrates for which a certificate for placing on the market and use has been issued	0002002	ПРЗ-012
0002031	true	Национален електронен регистър на адювантите, които се пускат на пазара и се употребяват	Национален електронен регистър на адювантите, които се пускат на пазара и се употребяват	National electronic registry of adjuvants placed on the market and used	National electronic registry of adjuvants placed on the market and used	0002002	ПРЗ-013
0002032	true	Национален електронен регистър на лицата, които притежават удостоверение за търговия с продукти за растителна защита, и на съответните обекти за търговия с продукти за растителна защита	Национален електронен регистър на лицата, които притежават удостоверение за търговия с продукти за растителна защита, и на съответните обекти за търговия с продукти за растителна защита	National electronic register of persons who hold a certificate for trading in plant protection products and of relevant sites for trading in plant protection products	National electronic register of persons who hold a certificate for trading in plant protection products and of relevant sites for trading in plant protection products	0002002	ПРЗ-04
0002033	true	Национален електронен регистър на лицата, които притежават удостоверение за преопаковане на продукти за растителна защита, и на съответните обекти за преопаковане на продукти за растителна защита	Национален електронен регистър на лицата, които притежават удостоверение за преопаковане на продукти за растителна защита, и на съответните обекти за преопаковане на продукти за растителна защита	National electronic register of persons who hold a certificate for repackaging plant protection products and of relevant sites for repackaging plant protection products	National electronic register of persons who hold a certificate for repackaging plant protection products and of relevant sites for repackaging plant protection products	0002002	ПРЗ-05
0002034	true	Регистър на лицата, които произвеждат продукти за растителна защита на територията на Република България	Регистър на лицата, които произвеждат продукти за растителна защита на територията на Република България	Register of persons who produce plant protection products on the territory of the Republic of Bulgaria	Register of persons who produce plant protection products on the territory of the Republic of Bulgaria	0002002	ПРЗ-06
0002035	true	Регистър на лицата, които притежават удостоверение за внос или въвеждане на партида от неодобрени активни вещества	Регистър на лицата, които притежават удостоверение за внос или въвеждане на партида от неодобрени активни вещества	Register of persons who hold a certificate for the import or introduction of a batch of unapproved active substances	Register of persons who hold a certificate for the import or introduction of a batch of unapproved active substances	0002002	ПРЗ-07
0002036	true	Национален електронен регистър на издадените разрешения за прилагане на продукти за растителна защита чрез въздушно пръскане	Национален електронен регистър на издадените разрешения за прилагане на продукти за растителна защита чрез въздушно пръскане	National electronic register of issued permits for application of plant protection products by aerial spraying	National electronic register of issued permits for application of plant protection products by aerial spraying	0002002	ПРЗ-08
0002037	true	Национален електронен регистър на лицата, които извършват специализирани растителнозащитни услуги фумигация на растения, растителни продукти и други обекти	Национален електронен регистър на лицата, които извършват специализирани растителнозащитни услуги фумигация на растения, растителни продукти и други обекти	National electronic register of persons who perform specialized plant protection services fumigation of plants, plant products and other objects	National electronic register of persons who perform specialized plant protection services fumigation of plants, plant products and other objects	0002002	ПРЗ-09-1
0002038	true	Национален електронен регистър на лицата, които извършват специализирани растителнозащитни услуги третиране с продукти за растителна защита на семена за посев	Национален електронен регистър на лицата, които извършват специализирани растителнозащитни услуги третиране с продукти за растителна защита на семена за посев	National electronic register of persons who perform specialized plant protection services treatment with plant protection products of seeds for sowing	National electronic register of persons who perform specialized plant protection services treatment with plant protection products of seeds for sowing	0002002	ПРЗ-09-2
0002039	true	Национален електронен регистър на лицата, които извършват специализирани растителнозащитни услуги консултантски услуги за интегрирано управление на вредители	Национален електронен регистър на лицата, които извършват специализирани растителнозащитни услуги консултантски услуги за интегрирано управление на вредители	National electronic register of persons who perform specialized plant protection services integrated pest management consultancy services	National electronic register of persons who perform specialized plant protection services integrated pest management consultancy services	0002002	ПРЗ-09-3
0002040	true	Национален електронен регистър на лицата, които извършват интегрирано производство на растения и растителни продукти	Национален електронен регистър на лицата, които извършват интегрирано производство на растения и растителни продукти	National electronic register of persons who carry out integrated production of plants and plant products	National electronic register of persons who carry out integrated production of plants and plant products	0002002	ПРЗ-10
0002041	true	Национален електронен регистър на лицата, които притежават сертификат по чл. 83 ЗЗР	Национален електронен регистър на лицата, които притежават сертификат по чл. 83 ЗЗР	National electronic register of persons holding a certificate under Art. 83 PPE	National electronic register of persons holding a certificate under Art. 83 PPE	0002002	ПРЗ-11
0002042	true	Официален Регистър на професионалните оператори - лицата по чл. 6, ал. 1, т. 11 от ЗЗР, включително лицата, които внасят, произвеждат, преработват и/или отглеждат растения и растителни продукти, както и събирателните и разпределителните центрове, стоковите тържища и пазарите на производители на такива растения и растителни продукти	Официален Регистър на професионалните оператори - лицата по чл. 6, ал. 1, т. 11 от ЗЗР, включително лицата, които внасят, произвеждат, преработват и/или отглеждат растения и растителни продукти, както и събирателните и разпределителните центрове, стоковите тържища и пазарите на производители на такива растения и растителни продукти	Official Register of Professional Operators - the persons under Art. 6, para. 1, item 11 of the PPE, including the persons who import, produce, process and/or grow plants and plant products, as well as the collection and distribution centers, commodity markets and markets of producers of such plants and plant products	Official Register of Professional Operators - the persons under Art. 6, para. 1, item 11 of the PPE, including the persons who import, produce, process and/or grow plants and plant products, as well as the collection and distribution centers, commodity markets and markets of producers of such plants and plant products	0002003	ПРЗ-014
0002043	true	Регистър на лицата по чл. 6, ал. 1, т. 12 от ЗЗР, на които се издава временно разрешение за въвеждане, движение, притежаване и размножаване на карантинни вредители, растения, растителни продукти и други обекти за официални изпитвания, научноизследователски или образователни цели, сортов подбор и селекция	Регистър на лицата по чл. 6, ал. 1, т. 12 от ЗЗР, на които се издава временно разрешение за въвеждане, движение, притежаване и размножаване на карантинни вредители, растения, растителни продукти и други обекти за официални изпитвания, научноизследователски или образователни цели, сортов подбор и селекция	Register of persons under Art. 6, para. 1, item 12 of the PPE, to which a temporary permit is issued for the introduction, movement, possession and propagation of quarantine pests, plants, plant products and other objects for official testing, research or educational purposes, varietal selection and selection	Register of persons under Art. 6, para. 1, item 12 of the PPE, to which a temporary permit is issued for the introduction, movement, possession and propagation of quarantine pests, plants, plant products and other objects for official testing, research or educational purposes, varietal selection and selection	0002003	ПРЗ-015
0002044	true	Публичен електронен регистър търговците на пресни плодове и зеленчуци – чл. 41 от Закона за прилагане на Общата организация на пазарите на земеделски продукти на ЕС	Публичен електронен регистър търговците на пресни плодове и зеленчуци – чл. 41 от Закона за прилагане на Общата организация на пазарите на земеделски продукти на ЕС	Public electronic register of fresh fruit and vegetable traders - art. 41 of the Law on the Implementation of the Common Organization of the Markets in Agricultural Products of the EU	Public electronic register of fresh fruit and vegetable traders - art. 41 of the Law on the Implementation of the Common Organization of the Markets in Agricultural Products of the EU	0002003	ПРЗ-016
0002045	true	Национален електронен регистър на търгуваните на територията на Република България семена, третирани с продукти за растителна защита, които са разрешени в поне една държава-членка на Европейския съюз, по смисъла на чл. 49, параграф 1 от Регламент (ЕО) № 1107/2009	Национален електронен регистър на търгуваните на територията на Република България семена, третирани с продукти за растителна защита, които са разрешени в поне една държава-членка на Европейския съюз, по смисъла на чл. 49, параграф 1 от Регламент (ЕО) № 1107/2009	National electronic register of seeds traded on the territory of the Republic of Bulgaria, treated with plant protection products, which are authorized in at least one member state of the European Union, in the sense of art. 49, paragraph 1 of Regulation (EC) No. 1107/2009	National electronic register of seeds traded on the territory of the Republic of Bulgaria, treated with plant protection products, which are authorized in at least one member state of the European Union, in the sense of art. 49, paragraph 1 of Regulation (EC) No. 1107/2009	0002003	ПРЗ-017
0002046	true	Регистър на подвижни/временни обекти	Регистър на подвижни/временни обекти	Register of movable/temporary facilities	Register of movable/temporary facilities	0002001	KX-04-3
0002100	true	Вид на формулацията	Вид на формулацията	Formulation Type	Formulation Type
0002101	true	АБ	примамка - зърна	АБ	примамка - зърна	0002100
0002102	true	АЕ	аерозол разпръскващ	АЕ	аерозол разпръскващ	0002100
0002103	true	АЛ	други течности	АЛ	други течности	0002100
0002104	true	АП	други прахове	АП	други прахове	0002100
0002105	true	ББ	примамка блок	ББ	примамка блок	0002100
0002106	true	ВГ	вододиспергируеми гранули = ДФ = ВДГ	ВГ	вододиспергируеми гранули = ДФ = ВДГ	0002100
0002107	true	ВП	продукт, отделящ пари	ВП	продукт, отделящ пари	0002100
0002108	true	ВП	намокрим прах = НП	ВП	намокрим прах = НП	0002100
0002109	true	ВС	вододиспергируем прах за третиране на семена	ВС	вододиспергируем прах за третиране на семена	0002100
0002110	true	ВТ	вододиспегируеми таблети	ВТ	вододиспегируеми таблети	0002100
0002111	true	Г	гранулат	Г	гранулат	0002100
0002112	true	ГА	газ	ГА	газ	0002100
0002113	true	ГБ	гранулирана примамка	ГБ	гранулирана примамка	0002100
0002114	true	ГВ	водоразтворим гел	ГВ	водоразтворим гел	0002100
0002115	true	ГГ	макрогранули	ГГ	макрогранули	0002100
0002116	true	ГЕ	продукт, отделящ газ	ГЕ	продукт, отделящ газ	0002100
0002117	true	ГЛ	емулгируем гел	ГЛ	емулгируем гел	0002100
0002118	true	ГР	гранули	ГР	гранули	0002100
0002119	true	ГС	формулация за мазане	ГС	формулация за мазане	0002100
0002120	true	ГФ	гел за третиране на семена	ГФ	гел за третиране на семена	0002100
0002121	true	ДК	дисперсионен концентрат	ДК	дисперсионен концентрат	0002100
0002122	true	ДП	прах за прашене = ПП	ДП	прах за прашене = ПП	0002100
0002123	true	ДС	прах за сухо третиране на семена	ДС	прах за сухо третиране на семена	0002100
0002124	true	ДТ	таблетки за пряка употреба	ДТ	таблетки за пряка употреба	0002100
0002125	true	Е	емулсия	Е	емулсия	0002100
0002126	true	ЕВ	емулсия, масло във вода	ЕВ	емулсия, масло във вода	0002100
0002127	true	ЕГ	емулгируеми гранули	ЕГ	емулгируеми гранули	0002100
0002128	true	ЕД	течност с ел. зареждане	ЕД	течност с ел. зареждане	0002100
0002129	true	ЕК	емулсионен концентрат	ЕК	емулсионен концентрат	0002100
0002130	true	ЕО	емулсия, вода в масло	ЕО	емулсия, вода в масло	0002100
0002131	true	ЕС	емулсия за третиране на семена	ЕС	емулсия за третиране на семена	0002100
0002132	true	ЗК	смесена формулация от КС (CS) и СК (SC)	ЗК	смесена формулация от КС (CS) и СК (SC)	0002100
0002133	true	ЗЕ	смесена формулация от КС (CS) и СE (SE)	ЗЕ	смесена формулация от КС (CS) и СE (SE)	0002100
0002134	true	ЗВ	смесена формулация от КС (CS) и ЕВ (EW)	ЗВ	смесена формулация от КС (CS) и ЕВ (EW)	0002100
0002135	true	КБ	концентрирана примамка	КБ	концентрирана примамка	0002100
0002136	true	КГ	капсулирани гранули	КГ	капсулирани гранули	0002100
0002137	true	КК	комбинирана опаковка - твърдо/течно	КК	комбинирана опаковка - твърдо/течно	0002100
0002138	true	КЛ	контактна течност или гел	КЛ	контактна течност или гел	0002100
0002139	true	КТ	комбинирана опаковка - течно/течно	КТ	комбинирана опаковка - течно/течно	0002100
0002140	true	КН	концентрат, отделящ мъгла на студено	КН	концентрат, отделящ мъгла на студено	0002100
0002141	true	КП	контактен прах	КП	контактен прах	0002100
0002142	true	КО	комбинирана опаковка - твърдо/твърдо	КО	комбинирана опаковка - твърдо/твърдо	0002100
0002143	true	КС	суспензия капсули	КС	суспензия капсули	0002100
0002144	true	КФ	капсулирана суспензия за третиране на семена	КФ	капсулирана суспензия за третиране на семена	0002100
0002145	true	Л	течност	Л	течност	0002100
0002146	true	ЛА	лак	ЛА	лак	0002100
0002147	true	ЛВ	формулация за малообемно третиране	ЛВ	формулация за малообемно третиране	0002100
0002148	true	ЛС	разтвор за третиране на семена	ЛС	разтвор за третиране на семена	0002100
0002149	true	МГ	микрогранули	МГ	микрогранули	0002100
0002150	true	МЕ	микроемулсия	МЕ	микроемулсия	0002100
0002151	true	ОД	маслена дисперсия	ОД	маслена дисперсия	0002100
0002152	true	ОЛ	течност, смесима с масло	ОЛ	течност, смесима с масло	0002100
0002153	true	ОП	прах, диспергируем в масло	ОП	прах, диспергируем в масло	0002100
0002154	true	ОФ	концентрирана суспензия, разтворима в масло	ОФ	концентрирана суспензия, разтворима в масло	0002100
0002155	true	ПА	паста	ПА	паста	0002100
0002156	true	ПБ	примамка на плочки	ПБ	примамка на плочки	0002100
0002157	true	ПК	концентрат гел или паста	ПК	концентрат гел или паста	0002100
0002158	true	ПС	семена, покрити с пестицид	ПС	семена, покрити с пестицид	0002100
0002159	true	РБ	примамка, готова за употреба	РБ	примамка, готова за употреба	0002100
0002160	true	СБ	примамка на парчета	СБ	примамка на парчета	0002100
0002161	true	СВ	концентрат за приготвяне на примамки	СВ	концентрат за приготвяне на примамки	0002100
0002162	true	СГ	гранули, разтворими във вода	СГ	гранули, разтворими във вода	0002100
0002163	true	СД	суспензионен концентрат за директна употреба	СД	суспензионен концентрат за директна употреба	0002100
0002164	true	СЕ	суспо-емулсия	СЕ	суспо-емулсия	0002100
0002165	true	СК	суспензионен концентрат = Ф = ФЛ = ФЛО	СК	суспензионен концентрат = Ф = ФЛ = ФЛО	0002100
0002166	true	СЛ	разтворим концентрат = РК	СЛ	разтворим концентрат = РК	0002100
0002167	true	СП	прах, разтворим във вода = РП	СП	прах, разтворим във вода = РП	0002100
0002168	true	СС	водоразтворим прах за третиране на семена	СС	водоразтворим прах за третиране на семена	0002100
0002169	true	СТ	водоразтворими таблети	СТ	водоразтворими таблети	0002100
0002170	true	СУ/УЛВ	суспензия за ултрамалообемно третиране	СУ/УЛВ	суспензия за ултрамалообемно третиране	0002100
0002171	true	ТБ	таблетки	ТБ	таблетки	0002100
0002172	true	ТК	технически материал	ТК	технически материал	0002100
0002173	true	ТК	технически концентрат	ТК	технически концентрат	0002100
0002174	true	УЛ/УЛВ	течност за ултра малообемно третиране	УЛ/УЛВ	течност за ултра малообемно третиране	0002100
0002175	true	ФВ	пелети за фумигация	ФВ	пелети за фумигация	0002100
0002176	true	ФГ	фини гранули	ФГ	фини гранули	0002100
0002177	true	ФД	кутия за обгазяване, димка	ФД	кутия за обгазяване, димка	0002100
0002178	true	ФК	свещи за фумигация	ФК	свещи за фумигация	0002100
0002179	true	ФП	патрон за фумигация	ФП	патрон за фумигация	0002100
0002180	true	ФР	пръчици за фумигация	ФР	пръчици за фумигация	0002100
0002181	true	ФС	концентрирана суспензия за третиране на семена	ФС	концентрирана суспензия за третиране на семена	0002100
0002182	true	ФТ	таблетка за фумигация	ФТ	таблетка за фумигация	0002100
0002183	true	ФУ	генератор за фумигация	ФУ	генератор за фумигация	0002100
0002184	true	ХН	концентрат, отделящ мъгла при нагряване	ХН	концентрат, отделящ мъгла при нагряване	0002100
0003000	true	Група Култури	Група Култури	Група Култури	Група Култури
0003001	true	Зърнени култури	Зърнени култури	Зърнени култури	Зърнени култури	0003000
0003002	true	Пшеница	Triticum sp.	Пшеница	Triticum sp.	0003001	TRZSS
0003003	true	мека пшеница-зимна	Triticum aestivum зимна	мека пшеница-зимна	Triticum aestivum зимна	0003001	TRZAW
0003004	true	мека пшеница-пролетна	Triticum aestivum пролетна	мека пшеница-пролетна	Triticum aestivum пролетна	0003001	TRZAS
0003005	true	мека пшеница	Triticum aestivum	мека пшеница	Triticum aestivum	0003001	TRZAX
0003006	true	еднозърнест лимец	Triticum monococcum	еднозърнест лимец	Triticum monococcum	0003001	TRZMO
0003007	true	двузърнест лимец	Triticum dicoccum	двузърнест лимец	Triticum dicoccum	0003001	TRZDI
0003008	true	Спелта	Triticum spelta	Спелта	Triticum spelta	0003001	TRZSP
0003009	true	спелта-зимна	Triticum spelta зимна	спелта-зимна	Triticum spelta зимна	0003001	3SPWC
0003010	true	спелта-пролетна	Triticum spelta пролетна	спелта-пролетна	Triticum spelta пролетна	0003001	3SPSC
0003011	true	твърда пшеница	Triticum durum	твърда пшеница	Triticum durum	0003001	TRZDU
0003012	true	твърда пшеница-зимна	Triticum durum зимна	твърда пшеница-зимна	Triticum durum зимна	0003001	TRZDW
0003013	true	твърда пшеница-пролетна	Triticum durum пролетна	твърда пшеница-пролетна	Triticum durum пролетна	0003001	TRZDS
0003014	true	ръж - зимна	Secale cereale	ръж - зимна	Secale cereale	0003001	SECCW
0003015	true	ръж - пролетна	Secale cereale пролетна	ръж - пролетна	Secale cereale пролетна	0003001	SECCS
0003016	true	ръж	Secale cereale	ръж	Secale cereale	0003001	SECCE
0003017	true	тритикале-зимно	×Triticosecale зимно	тритикале-зимно	×Triticosecale зимно	0003001	TTLWI
0003018	true	тритикале-пролетно	×Triticosecale пролетно	тритикале-пролетно	×Triticosecale пролетно	0003001	TTLSO
0003019	true	тритикале	×Triticosecale	тритикале	×Triticosecale	0003001	TTLSS
0003020	true	Царевица	Zea mays	Царевица	Zea mays	0003001	ZEAMX
0003021	true	царевица за зърно	Zea mays зърно	царевица за зърно	Zea mays зърно	0003001	ZEAMX+3HDRYD
0003022	true	царевица за силаж	Zea mays силаж	царевица за силаж	Zea mays силаж	0003001	ZEAMX+3ANIPD
0003023	true	захарна /сладка/ царевица	Zea mays var. saccharata	захарна /сладка/ царевица	Zea mays var. saccharata	0003001	ZEAMS
0003024	true	ечемик-зимен	Hordeum vulgare зимен	ечемик-зимен	Hordeum vulgare зимен	0003001	HORVW
0003025	true	ечемик-пролетен	Hordeum vulgare пролетен	ечемик-пролетен	Hordeum vulgare пролетен	0003001	HORVS
0003026	true	ечемик	Hordeum vulgare	ечемик	Hordeum vulgare	0003001	HORVX
0003027	true	овес - зимен	Avesa sativa зимен	овес - зимен	Avesa sativa зимен	0003001	AVESW
0003028	true	овес - пролетен	Avesa sativa пролетен	овес - пролетен	Avesa sativa пролетен	0003001	AVESP
0003029	true	овес	Avesa sativa	овес	Avesa sativa	0003001	AVESA
0003030	true	просо	Panicum miliaceum	просо	Panicum miliaceum	0003001	PANMI
0003031	true	сорго	Sorghum bicolor	сорго	Sorghum bicolor	0003001	SORVU
0003032	true	ориз	Oryza sativa	ориз	Oryza sativa	0003001	ORYSA
0003033	true	киноа	Chenopodium quinoa	киноа	Chenopodium quinoa	0003001	CHEQU
0003034	true	елда	Fagopyrum esculentum	елда	Fagopyrum esculentum	0003001	FAGES
0003035	true	Бобови	Бобови	Бобови	Бобови	0003000
0003036	true	фасул	Phaseolus vulgaris	фасул	Phaseolus vulgaris	0003035	PHSVX
0003037	true	фасул полски	Phaseolus vulgaris полски	фасул полски	Phaseolus vulgaris полски	0003035	PHSVX+3HDRYD
0003038	true	зелен фасул	Phaseolus vulgaris зелен	зелен фасул	Phaseolus vulgaris зелен	0003035	PHSVX+3HFRED
0003039	true	Бакла	Vicia faba	Бакла	Vicia faba	0003035	VICFX
0003040	true	бакла за зърно	Vicia faba зърно	бакла за зърно	Vicia faba зърно	0003035	VICFX+3HDRYD
0003041	true	зелена бакла	Vicia faba зелена	зелена бакла	Vicia faba зелена	0003035	VICFX+3HFRED
0003042	true	Грах 	Pisum sativum	Грах	Pisum sativum	0003035	PIBSX
0003043	true	Леща	Lens culinaris	Леща	Lens culinaris	0003035	LENCU
0003044	true	вигна	Vigna sp.	вигна	Vigna sp.	0003035	VIGSS
0003045	true	Обикновена папуда	Vigna unguiculata	Обикновена папуда	Vigna unguiculata	0003035	VIGSI
0003046	true	нахут	Cicer arietinum	нахут	Cicer arietinum	0003035	CIEAR
0003047	true	Лупина	Lupinus sp.	Лупина	Lupinus sp.	0003035	LUPSS
0003048	true	хмел	Humulus lupulus	хмел	Humulus lupulus	0003035	HUMLU
0003049	true	тютюн	Nicotiana tabacum	тютюн	Nicotiana tabacum	0003035	NIOTA
0003050	true	Кореноплодни и грудкови	Кореноплодни и грудкови	Кореноплодни и грудкови	Кореноплодни и грудкови	0003000
0003051	true	захарно цвекло	Beta vulgaris subsp. vulgaris var. altissima	захарно цвекло	Beta vulgaris subsp. vulgaris var. altissima	0003050	BEAVA
0003052	true	фуражно цвекло	Beta vulgaris subsp. vulgaris var. crassa	фуражно цвекло	Beta vulgaris subsp. vulgaris var. crassa	0003050	BEAVC
0003053	true	червено цвекло	Beta vulgaris subsp. vulgaris var. conditiva	червено цвекло	Beta vulgaris subsp. vulgaris var. conditiva	0003050	BEAVD
0003054	true	Картофи	Solanum tuberosum	Картофи	Solanum tuberosum	0003050	SOLTU
0003055	true	Сладки картофи	Ipomoea batatas	Сладки картофи	Ipomoea batatas	0003050	IPOBA
0003056	true	Моркови	Daucus carota subsp. sativus 	Моркови	Daucus carota subsp. sativus	0003050	DAUCS
0003057	true	Целина с едри глави	Apium graveolens var. rapaceum	Целина с едри глави	Apium graveolens var. rapaceum	0003050	APUGR
0003058	true	обикновена /миризлива/ целина	Apium graveolens	обикновена /миризлива/ целина	Apium graveolens	0003050	APUGV
0003059	true	Хрян	Armoracia rusticana	Хрян	Armoracia rusticana	0003050	ARWLA
0003060	true	Земна ябълка	Helianthus tuberosus	Земна ябълка	Helianthus tuberosus	0003050	HELTU
0003061	true	Пащърнак	Pastinaca sativa	Пащърнак	Pastinaca sativa	0003050	PAVSA
0003062	true	Магданоз на грудки	Petroselinum crispum var. tuberosum	Магданоз на грудки	Petroselinum crispum var. tuberosum	0003050	PARCT
0003063	true	Репички	Raphanus sativus	Репички	Raphanus sativus	0003050	RAPSR
0003064	true	Козя брада	Tragopogon porrifolius	Козя брада	Tragopogon porrifolius	0003050	TROPS
